Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
2022-05-22,1064698,406,15546,6470,3128,5232,716,11,1,2,8,0
2022-05-23,1065274,576,15555,6471,3129,5239,716,9,1,1,7,0
2022-05-24,1065956,682,15561,6471,3131,5243,716,6,0,2,4,0
2022-05-25,1066654,698,15566,6471,3132,5247,716,5,0,1,4,0
2022-05-26,1067244,590,15576,6473,3135,5252,716,10,2,3,5,0
2022-05-27,1067778,534,15582,6474,3138,5254,716,6,1,3,2,0
2022-05-28,1068212,434,15583,6474,3138,5255,716,1,0,0,1,0
2022-05-29,1068635,423,15586,6475,3139,5256,716,3,1,1,1,0
2022-05-30,1069327,692,15593,6477,3140,5259,717,7,2,1,3,1
2022-05-31,1070047,720,15597,6478,3141,5261,717,4,1,1,2,0
2022-06-01,1070843,796,15603,6479,3141,5266,717,6,1,0,5,0
2022-06-02,1071448,605,15608,6480,3141,5270,717,5,1,0,4,0
2022-06-03,1071951,503,15613,6480,3142,5274,717,5,0,1,4,0
2022-06-04,1072401,450,15619,6481,3143,5278,717,6,1,1,4,0
2022-06-05,1072857,456,15622,6482,3143,5280,717,3,1,0,2,0
2022-06-06,1073655,798,15626,6482,3143,5284,717,4,0,0,4,0
2022-06-07,1074384,729,15629,6482,3144,5286,717,3,0,1,2,0
2022-06-08,1075198,814,15631,6482,3144,5288,717,2,0,0,2,0
2022-06-09,1075960,762,15637,6482,3146,5292,717,6,0,2,4,0
2022-06-10,1076590,630,15643,6483,3148,5294,718,6,1,2,2,1
2022-06-11,1077108,518,15645,6483,3148,5296,718,2,0,0,2,0
2022-06-12,1077641,533,15649,6484,3148,5299,718,4,1,0,3,0
2022-06-13,1078513,872,15651,6484,3149,5300,718,2,0,1,1,0
2022-06-14,1079352,839,15659,6486,3149,5306,718,8,2,0,6,0
2022-06-15,1080329,977,15663,6486,3151,5308,718,4,0,2,2,0
2022-06-16,1081228,899,15666,6486,3151,5311,718,3,0,0,3,0
2022-06-17,1081996,768,15669,6487,3151,5313,718,3,1,0,2,0
2022-06-18,1082654,658,15674,6488,3152,5315,719,5,1,1,2,1
2022-06-19,1083263,609,15678,6488,3152,5319,719,4,0,0,4,0
2022-06-20,1084352,1089,15684,6489,3153,5323,719,6,1,1,4,0
2022-06-21,1085525,1173,15686,6489,3153,5325,719,2,0,0,2,0
2022-06-22,1086882,1357,15691,6489,3153,5329,720,5,0,0,4,1
2022-06-23,1087990,1108,15695,6490,3153,5332,720,4,1,0,3,0
2022-06-24,1088912,922,15701,6490,3153,5338,720,6,0,0,6,0
2022-06-25,1089741,829,15704,6490,3153,5341,720,3,0,0,3,0
2022-06-26,1090606,865,15710,6490,3153,5347,720,6,0,0,6,0
2022-06-27,1092244,1638,15714,6490,3153,5350,721,4,0,0,3,1
2022-06-28,1094015,1771,15725,6494,3155,5355,721,11,4,2,5,0
2022-06-29,1095741,1726,15728,6495,3155,5357,721,3,1,0,2,0
2022-06-30,1097395,1654,15739,6496,3158,5364,721,11,1,3,7,0
2022-07-01,1098592,1197,15745,6497,3160,5367,721,6,1,2,3,0
2022-07-02,1099737,1145,15753,6500,3162,5370,721,8,3,2,3,0
2022-07-03,1100878,1141,15763,6502,3162,5378,721,10,2,0,8,0
2022-07-04,1102949,2071,15769,6503,3163,5381,722,6,1,1,3,1
2022-07-05,1104855,1906,15780,6506,3164,5388,722,11,3,1,7,0
2022-07-06,1106876,2021,15794,6508,3165,5399,722,14,2,1,11,0
2022-07-07,1108671,1795,15803,6508,3165,5408,722,9,0,0,9,0
2022-07-08,1110198,1527,15815,6509,3167,5416,723,12,1,2,8,1
2022-07-09,1111432,1234,15819,6509,3167,5420,723,4,0,0,4,0
2022-07-10,1112677,1245,15832,6510,3167,5432,723,13,1,0,12,0
2022-07-11,1114694,2017,15844,6511,3167,5442,724,12,1,0,10,1
2022-07-12,1116899,2205,15861,6514,3168,5455,724,17,3,1,13,0
2022-07-13,1119236,2337,15882,6517,3172,5469,724,21,3,4,14,0
2022-07-14,1121149,1913,15900,6521,3174,5480,725,18,4,2,11,1
2022-07-15,1123152,2003,15916,6525,3175,5491,725,16,4,1,11,0
2022-07-16,1124678,1526,15935,6529,3179,5502,725,19,4,4,11,0
2022-07-17,1126080,1402,15953,6534,3183,5511,725,18,5,4,9,0
2022-07-18,1128227,2147,15966,6534,3184,5522,726,13,0,1,11,1
2022-07-19,1130631,2404,15985,6537,3186,5535,727,19,3,2,13,1
2022-07-20,1132711,2080,16002,6537,3190,5547,728,17,0,4,12,1
2022-07-21,1134662,1951,16020,6542,3193,5557,728,18,5,3,10,0
2022-07-22,1136268,1606,16038,6547,3197,5566,728,18,5,4,9,0
2022-07-23,1137551,1283,16053,6548,3203,5574,728,15,1,6,8,0
2022-07-24,1138829,1278,16070,6549,3207,5586,728,17,1,4,12,0
2022-07-25,1140630,1801,16088,6551,3209,5600,728,18,2,2,14,0
2022-07-26,1142432,1802,16103,6552,3213,5609,729,15,1,4,9,1
2022-07-27,1144007,1575,16114,6555,3216,5614,729,11,3,3,5,0
2022-07-28,1145468,1461,16126,6555,3218,5624,729,12,0,2,10,0
2022-07-29,1146808,1340,16138,6555,3220,5634,729,12,0,2,10,0
2022-07-30,1147789,981,16151,6561,3221,5640,729,13,6,1,6,0
2022-07-31,1148759,970,16156,6562,3221,5644,729,5,1,0,4,0
2022-08-01,1150145,1386,16175,6567,3225,5653,730,19,5,4,9,1
2022-08-02,1151594,1449,16189,6570,3226,5661,732,14,3,1,8,2
2022-08-03,1152935,1341,16204,6574,3226,5672,732,15,4,0,11,0
2022-08-04,1153978,1043,16214,6575,3226,5681,732,10,1,0,9,0
2022-08-05,1155075,1097,16229,6581,3227,5689,732,15,6,1,8,0
2022-08-06,1155861,786,16244,6583,3228,5701,732,15,2,1,12,0
2022-08-07,1156649,788,16256,6584,3230,5710,732,12,1,2,9,0
2022-08-08,1157920,1271,16271,6586,3232,5721,732,15,2,2,11,0
2022-08-09,1159056,1136,16281,6587,3233,5728,733,10,1,1,7,1
2022-08-10,1160228,1172,16296,6590,3235,5738,733,15,3,2,10,0
2022-08-11,1161422,1194,16309,6592,3237,5747,733,13,2,2,9,0
2022-08-12,1162341,919,16319,6592,3240,5754,733,10,0,3,7,0
2022-08-13,1163120,779,16335,6594,3243,5765,733,16,2,3,11,0
2022-08-14,1163836,716,16349,6596,3245,5774,734,14,2,2,9,1
2022-08-15,1165062,1226,16361,6597,3246,5784,734,12,1,1,10,0
2022-08-16,1166326,1264,16375,6599,3246,5796,734,14,2,0,12,0
2022-08-17,1167449,1123,16392,6601,3249,5808,734,17,2,3,12,0
2022-08-18,1168447,998,16404,6604,3251,5815,734,12,3,2,7,0
2022-08-19,1169312,865,16420,6606,3253,5827,734,16,2,2,12,0
2022-08-20,1169999,687,16433,6607,3254,5838,734,13,1,1,11,0
2022-08-21,1170645,646,16446,6607,3257,5848,734,13,0,3,10,0
2022-08-22,1171596,951,16463,6610,3260,5859,734,17,3,3,11,0
2022-08-23,1172621,1025,16475,6612,3261,5868,734,12,2,1,9,0
2022-08-24,1173526,905,16489,6613,3261,5881,734,14,1,0,13,0
2022-08-25,1174298,772,16494,6614,3262,5884,734,5,1,1,3,0
2022-08-26,1175059,761,16501,6615,3263,5889,734,7,1,1,5,0
2022-08-27,1175630,571,16520,6617,3264,5904,735,19,2,1,15,1
2022-08-28,1176119,489,16529,6618,3264,5912,735,9,1,0,8,0
2022-08-29,1176925,806,16540,6619,3264,5922,735,11,1,0,10,0
2022-08-30,1177883,958,16548,6619,3264,5929,736,8,0,0,7,1
2022-08-31,1178727,844,16559,6619,3265,5939,736,11,0,1,10,0
2022-09-01,1179529,802,16565,6619,3265,5944,737,6,0,0,5,1
2022-09-02,1180192,663,16572,6619,3265,5950,738,7,0,0,6,1
2022-09-03,1180670,478,16580,6619,3266,5957,738,8,0,1,7,0
2022-09-04,1181126,456,16585,6619,3267,5961,738,5,0,1,4,0
2022-09-05,1181742,616,16587,6619,3267,5963,738,2,0,0,2,0
2022-09-06,1182667,925,16594,6620,3268,5967,739,7,1,1,4,1
2022-09-07,1183534,867,16603,6620,3268,5976,739,9,0,0,9,0
2022-09-08,1184404,870,16609,6621,3268,5981,739,6,1,0,5,0
2022-09-09,1185056,652,16613,6621,3268,5985,739,4,0,0,4,0
2022-09-10,1185635,579,16627,6622,3271,5995,739,14,1,3,10,0
2022-09-11,1186201,566,16634,6623,3273,5998,740,7,1,2,3,1
2022-09-12,1187121,920,16644,6625,3274,6005,740,10,2,1,7,0
2022-09-13,1187968,847,16650,6625,3274,6011,740,6,0,0,6,0
2022-09-14,1188746,778,16658,6626,3274,6018,740,8,1,0,7,0
2022-09-15,1189499,753,16659,6626,3274,6019,740,1,0,0,1,0
2022-09-16,1190131,632,16662,6626,3275,6021,740,3,0,1,2,0
2022-09-17,1190595,464,16665,6626,3275,6024,740,3,0,0,3,0
2022-09-18,1191197,602,16668,6626,3275,6027,740,3,0,0,3,0
2022-09-19,1192126,929,16672,6626,3276,6030,740,4,0,1,3,0
2022-09-20,1193040,914,16678,6626,3276,6036,740,6,0,0,6,0
2022-09-21,1193891,851,16682,6626,3276,6040,740,4,0,0,4,0
2022-09-22,1194757,866,16686,6626,3277,6043,740,4,0,1,3,0
2022-09-23,1195527,770,16692,6626,3277,6049,740,6,0,0,6,0
2022-09-24,1196163,636,16694,6627,3277,6050,740,2,1,0,1,0
2022-09-25,1196767,604,16700,6628,3278,6054,740,6,1,1,4,0
2022-09-26,1197739,972,16706,6628,3280,6058,740,6,0,2,4,0
2022-09-27,1198823,1084,16710,6628,3282,6060,740,4,0,2,2,0
2022-09-28,1199854,1031,16720,6628,3283,6069,740,10,0,1,9,0
2022-09-29,1200747,893,16723,6628,3283,6072,740,3,0,0,3,0
2022-09-30,1201629,882,16732,6628,3285,6079,740,9,0,2,7,0
2022-10-01,1202232,603,16738,6629,3286,6083,740,6,1,1,4,0
2022-10-02,1202955,723,16744,6631,3287,6086,740,6,2,1,3,0
2022-10-03,1203917,962,16750,6632,3287,6090,741,6,1,0,4,1
2022-10-04,1205024,1107,16750,6632,3287,6090,741,0,0,0,0,0
2022-10-05,1206007,983,16754,6632,3288,6093,741,4,0,1,3,0
2022-10-06,1207038,1031,16767,6634,3288,6103,742,13,2,0,10,1
2022-10-07,1207969,931,16775,6635,3289,6109,742,8,1,1,6,0
2022-10-08,1208597,628,16778,6635,3291,6110,742,3,0,2,1,0
2022-10-09,1209304,707,16782,6635,3292,6113,742,4,0,1,3,0
2022-10-10,1210085,781,16786,6637,3292,6115,742,4,2,0,2,0
2022-10-11,1211186,1101,16791,6637,3292,6120,742,5,0,0,5,0
2022-10-12,1212413,1227,16797,6637,3292,6126,742,6,0,0,6,0
2022-10-13,1213468,1055,16806,6638,3292,6134,742,9,1,0,8,0
2022-10-14,1214480,1012,16807,6638,3292,6135,742,1,0,0,1,0
2022-10-15,1215186,706,16812,6639,3293,6138,742,5,1,1,3,0
2022-10-16,1215831,645,16816,6639,3293,6142,742,4,0,0,4,0
2022-10-17,1216881,1050,16818,6639,3293,6144,742,2,0,0,2,0
2022-10-18,1217963,1082,16822,6639,3293,6148,742,4,0,0,4,0
